4933401J01Rik chr1:3073252-3074322
Gm43412 chr5:123035999-123038817
Morn3 chr5:123037116-123047016
Gm26745 chr5:123047372-123230871
Tmem120b chr5:123076274-123117749
Rhof chr5:123103043-123132692
Gm43413 chr5:123110695-123112261
AI480526 chr5:123133722-123141666
Gm38102 chr5:123133938-123137695
4932422M17Rik chr5:123138930-123141569
Setd1b chr5:123142192-123168629
Hpd chr5:123171806-123182727
Gm43409 chr5:123188700-123191588
Psmd9 chr5:123228189-123250131
Wdr66 chr5:123252101-123327484
Gm15857 chr5:123293637-123310324
Gm15860 chr5:123332725-123344335
Bcl7a chr5:123344447-123374992
Gm23458 chr5:123360831-123361000
5830487J09Rik chr5:123366471-123367961
Gm15747 chr5:123393648-123397957
Mlxip chr5:123394797-123457932
Gm42907 chr5:123397239-123399387
Gm42908 chr5:123401071-123401941
Gm43813 chr5:123406486-123409234
Il31 chr5:123480156-123482595
Lrrc43 chr5:123489304-123508205
Gm15751 chr5:123508394-123514011
B3gnt4 chr5:123510459-123511882
Diablo chr5:123511704-123524176
Gm24682 chr5:123518230-123518367
Mir7647 chr5:123522636-123522695
Vps33a chr5:123528658-123573038
Gm43133 chr5:123561524-123561987
Clip1 chr5:123577794-123684618
Gm24840 chr5:123628200-123628347
Gm42651 chr5:123682129-123683468
Gm43797 chr5:123684774-123685306
Zcchc8 chr5:123698293-123721100
Rsrc2 chr5:123728425-123749414
Kntc1 chr5:123749725-123821593
Hcar2 chr5:123863569-123865499
Hcar1 chr5:123876735-123880020
Denr chr5:123907174-123928835
Gm43518 chr5:123927417-123938388
Ccdc62 chr5:123930678-123969895
Hip1r chr5:123973627-124005558
Mir7032 chr5:123996851-123996930
Vps37b chr5:124004640-124032270
Gm37939 chr5:124004647-124006151
Gm34086 chr5:124032360-124076299
Gm43661 chr5:124035200-124052352
Abcb9 chr5:124061529-124095798
Gm16001 chr5:124111108-124112264
Ogfod2 chr5:124112296-124115483
Arl6ip4 chr5:124116098-124118196
Pitpnm2 chr5:124118689-124249760
Pitpnm2os2 chr5:124194906-124200346
Pitpnm2os1 chr5:124229724-124237137
Gm42425 chr5:124237723-124238435
Mphosph9 chr5:124250958-124327972
Gm23171 chr5:124257762-124258026
Gm43339 chr5:124278306-124279912
Gm43340 chr5:124300483-124301827
2810006K23Rik chr5:124328088-124341844
Cdk2ap1 chr5:124345416-124363082
Sbno1 chr5:124368701-124425914
Gm37415 chr5:124424696-124426750
Gm27486 chr5:124425509-124425589
Kmt5a chr5:124439929-124462308
Rilpl2 chr5:124463264-124478366
Snrnp35 chr5:124483133-124491124
Rilpl1 chr5:124493079-124531391
Gm43034 chr5:124531132-124532496
Tmed2 chr5:124540694-124550506
Ddx55 chr5:124552863-124569660
Eif2b1 chr5:124570212-124579131
Gtf2h3 chr5:124579139-124597680
Tctn2 chr5:124598748-124627738
Atp6v0a2 chr5:124629051-124724455
Gm24854 chr5:124717076-124717174
4930404A12Rik chr5:124721997-124725079
Dnah10 chr5:124725084-124834308
Gm43777 chr5:124817800-124818312
Ccdc92 chr5:124834417-124862424
Zfp664 chr5:124862690-124888630
Fam101a chr5:125003220-125012547
Ncor2 chr5:125017152-125179219
Gm42838 chr5:125057840-125058370
Gm42839 chr5:125086840-125090359
Gm42637 chr5:125238313-125272815
Scarb1 chr5:125277086-125341094
Gm42633 chr5:125318680-125321444
Gm42485 chr5:125361174-125370760
Ubc chr5:125385964-125390202
Gm10382 chr5:125389321-125390554
Dhx37 chr5:125413857-125434121
Bri3bp chr5:125441567-125460370
Gm43756 chr5:125471496-125474334
Aacs chr5:125475813-125517410
Gm27551 chr5:125479376-125479453
Tmem132b chr5:125532386-125792583
1700048F04Rik chr5:125928769-125952630
Gm42945 chr5:125958408-125962362
Gm42952 chr5:125967167-125988371
Gm23151 chr5:126389547-126389654
Gm37700 chr5:126448457-126449422
Gm42592 chr5:126503849-126504975
Gm24839 chr5:126513874-126513981
Gm43757 chr5:126706913-126736252
Gm43754 chr5:126724325-126727284
Gm42953 chr5:126797254-126815482
Gm42954 chr5:126852756-126885316
Gm42955 chr5:127020226-127023619
4933438B17Rik chr5:127027376-127088529
Gm43475 chr5:127108068-127108856
4930572K03Rik chr5:127170564-127184356
Gm43476 chr5:127200692-127201097
Tmem132c chr5:127241807-127565793
Tmem132cos chr5:127256935-127281597
9430087B13Rik chr5:127309016-127310101
Gm42980 chr5:127578749-127580109
Slc15a4 chr5:127595663-127617416
Gm43474 chr5:127616991-127617765
Glt1d1 chr5:127632261-127709374
Tmem132d chr5:127781629-128433077
Gm42497 chr5:128239381-128241339
Gm42496 chr5:128295627-128298868
Gm42817 chr5:128336776-128342778
Gm42495 chr5:128444415-128447731
Gm42500 chr5:128448903-128449782
4930573I07Rik chr5:128516116-128517634
Gm42499 chr5:128520220-128521632
5930412G12Rik chr5:128579127-128600693
Gm42498 chr5:128596584-128597956
Fzd10 chr5:128600843-128604093
4930553I04Rik chr5:128735359-128736029
Piwil1 chr5:128736173-128755474
Rimbp2 chr5:128757790-128953486
Gm42875 chr5:128769523-128777837
Gm42871 chr5:128774524-128775550
Stx2 chr5:128984556-129008574
Ran chr5:129020068-129024323
Adgrd1 chr5:129096749-129204599
Gm43001 chr5:129363561-129364721
Gm42978 chr5:129500063-129501001
Sfswap chr5:129501220-129571384
Gm42979 chr5:129556146-129558374
Mmp17 chr5:129584168-129611099
Zfp11 chr5:129654592-129670099
14-Sep chr5:129683401-129708512
Mrps17 chr5:129715496-129722556
Gbas chr5:129725062-129758327
Gm15903 chr5:129727045-129731689
Psph chr5:129765557-129787449
Cct6a chr5:129786997-129846371
Gm23245 chr5:129789538-129789673
Snora15 chr5:129794545-129794676
Sumf2 chr5:129846985-129864050
Phkg1 chr5:129863420-129879083
Gm42790 chr5:129875978-129876947
Chchd2 chr5:129881155-129887470
Zbed5 chr5:129895722-129903623
Nupr1l chr5:129908567-129910394
Vkorc1l1 chr5:129941969-129986692
Gm42986 chr5:129945579-129948964
Gm43482 chr5:129964365-129966226
Gusb chr5:129989010-130003049
Asl chr5:130011257-130029247
Crcp chr5:130029289-130060789
Tpst1 chr5:130073325-130135729
2210412B16Rik chr5:130131326-130131824
Kctd7 chr5:130144860-130155806
Rabgef1 chr5:130171797-130214342
Tmem248 chr5:130219743-130243765
Gm42469 chr5:130220450-130223065
Gm42467 chr5:130226215-130227662
Sbds chr5:130245730-130255530
Tyw1 chr5:130255618-130341563
Caln1 chr5:130369454-130847412
A330070K13Rik chr5:130378850-130384631
Gm43418 chr5:130618123-130618551
Gm23761 chr5:130782700-130782804
Gm42894 chr5:130864447-130867837
Wbscr17 chr5:130872081-131308497
Gm42897 chr5:130896501-130898613
Gm42896 chr5:130958922-130960035
Gm43165 chr5:131041335-131042970
Gm43166 chr5:131130020-131134711
Gm42590 chr5:131391599-131414718
Auts2 chr5:131437787-132541823
Gm27266 chr5:131577986-131578109
Gm42589 chr5:131603653-131605404
Gm42588 chr5:131608296-131609593
2810432F15Rik chr5:131615437-131625087
Gm42591 chr5:131624841-131625541
Gm43483 chr5:131639947-131642807
Gm42443 chr5:131694720-131695875
Gm42442 chr5:131697220-131698353
4930563F08Rik chr5:131880268-131883768
C230071H17Rik chr5:131882965-131885938
Gm42441 chr5:131905694-131906442
Gm42440 chr5:131932395-131934679
Gm42439 chr5:131954991-131965007
Gm42438 chr5:131957591-131958565
Gm42991 chr5:131972049-131975886
Gm42992 chr5:131986548-131993384
2610011E03Rik chr5:131996178-131998413
Gm42993 chr5:132015609-132022934
Gm42995 chr5:132201838-132203168
Gm42996 chr5:132205068-132206704
Gm42989 chr5:132370375-132372681
Gm43019 chr5:132434570-132437433
Gm43018 chr5:132439254-132440529
Gm43187 chr5:132490342-132492739
Gm43188 chr5:132497677-132499837
Gm43186 chr5:132534424-132535248
Gm28616 chr5:132544434-132545593
Gm42626 chr5:132546055-132550633
Gm38373 chr5:132796152-132796440
Gm25722 chr5:132801677-132801956
Gm42625 chr5:133443341-133444263
Gm42624 chr5:133534589-133598406
1700030N18Rik chr5:134090485-134091451
Gm15627 chr5:134098411-134099208
Gatsl2 chr5:134099710-134144343
Wbscr16 chr5:134148053-134176774
B230377A18Rik chr5:134176345-134177709
Gtf2ird2 chr5:134184026-134218146
Gm24139 chr5:134204468-134204756
Ncf1 chr5:134220259-134229625
Gtf2i chr5:134237833-134314760
Gm43481 chr5:134267064-134270736
Gm43480 chr5:134298797-134299213
Mir3965 chr5:134326453-134326522
Gtf2ird1 chr5:134357655-134456716
n-R5s178 chr5:134416238-134416352
Gm26340 chr5:134448573-134448672
Gm42882 chr5:134455989-134458030
Gm42885 chr5:134481232-134485446
Clip2 chr5:134489382-134552434
2700029L08Rik chr5:134519324-134520789
Gm42884 chr5:134552056-134558495
Syna chr5:134558145-134560171
Mir7228 chr5:134572075-134572114
Rfc2 chr5:134582689-134601805
Lat2 chr5:134600021-134615025
Eif4h chr5:134619720-134639490
Limk1 chr5:134656038-134688598
Gm10369 chr5:134676489-134680145
Eln chr5:134702592-134747323
Gm43278 chr5:134747041-134822967
Wbscr28 chr5:134901592-134906733
Cldn13 chr5:134914248-134915526
4933439J24Rik chr5:134919787-134920640
Gm42631 chr5:134929847-134931469
Wbscr27 chr5:134932367-134942637
Cldn4 chr5:134945118-134946934
Cldn3 chr5:134986213-134987472
Wbscr25 chr5:134987432-135001350
Gm43372 chr5:135007092-135010108
Abhd11 chr5:135009151-135012175
Abhd11os chr5:135012113-135013253
Stx1a chr5:135023481-135051100
Wbscr22 chr5:135052956-135064959
Gm25492 chr5:135053987-135054116
Dnajc30 chr5:135064201-135065862
Vps37d chr5:135072899-135078266
Mlxipl chr5:135106917-135138382
Gm43500 chr5:135122409-135123293
Tbl2 chr5:135149656-135165760
Bcl7b chr5:135168282-135181855
Baz1b chr5:135187263-135246129
Gm25315 chr5:135207987-135208108
Fzd9 chr5:135248937-135251230
9430007M09Rik chr5:135264325-135265129
Fkbp6 chr5:135291703-135350044
Trim50 chr5:135353294-135368005
Nsun5 chr5:135369952-135376798
Pom121 chr5:135376140-135394546
Mir7033 chr5:135383729-135383810
Hip1 chr5:135406530-135545115
Gm42731 chr5:135471778-135473419
Ccl26 chr5:135560447-135563569
Ccl24 chr5:135569936-135573049
Gm43123 chr5:135613828-135617299
Rhbdd2 chr5:135632617-135646376
Gm43091 chr5:135653809-135672987
Por chr5:135689035-135735326
Tmem120a chr5:135735484-135744448
Mir7034 chr5:135735805-135735889
Styxl1 chr5:135747219-135778385
Mdh2 chr5:135778479-135790391
Srrm3 chr5:135818105-135874772
Gm23268 chr5:135837294-135837372
Srrm3os chr5:135843056-135844946
Gm22450 chr5:135875656-135875763
Hspb1 chr5:135887918-135889563
Ywhag chr5:135908408-135934599
Ssc4d chr5:135960210-135974531
Zp3 chr5:135980098-135988624
Dtx2 chr5:135994799-136032872
Upk3b chr5:136038495-136046487
Upk3bl chr5:136057190-136064326
Rasa4 chr5:136083915-136111860
Gm22214 chr5:136096259-136096431
Gm15701 chr5:136102603-136104436
Mir7035 chr5:136105521-136105603
Polr2j chr5:136116630-136122947
Gm43604 chr5:136120965-136121670
Lrwd1 chr5:136122771-136136074
Alkbh4 chr5:136136153-136141615
Orai2 chr5:136147458-136170713
Prkrip1 chr5:136178126-136198963
Sh2b2 chr5:136218146-136244903
Cux1 chr5:136248134-136567445
Gm16599 chr5:136274995-136417894
A430110C17Rik chr5:136345883-136350231
Mir721 chr5:136375715-136375803
Gm38082 chr5:136529595-136536477
Myl10 chr5:136693145-136701094
Col26a1 chr5:136741758-136883184
Gm20485 chr5:136863636-136869722
Ift22 chr5:136908149-136915404
4933404O12Rik chr5:136919400-136937112
Fis1 chr5:136953274-136966234
Cldn15 chr5:136966615-136975858
Znhit1 chr5:136982163-136988021
Plod3 chr5:136987018-136996648
Mir702 chr5:136991432-136991541
Vgf chr5:137026391-137033351
Ap1s1 chr5:137034992-137046135
Serpine1 chr5:137061503-137072259
Trim56 chr5:137105643-137116207
Muc3 chr5:137134921-137149322
Gm3054 chr5:137154028-137166070
Gm42562 chr5:137166449-137172662
Muc3a chr5:137208812-137212389
Gm42456 chr5:137274092-137288662
Ache chr5:137288276-137294466
Mir8116 chr5:137293779-137293876
Ufsp1 chr5:137294628-137295665
Srrt chr5:137295703-137307674
Mir7036 chr5:137296623-137296688
Trip6 chr5:137309653-137314404
Slc12a9 chr5:137314557-137333597
Gm43012 chr5:137337408-137338345
Ephb4 chr5:137350108-137374532
Zan chr5:137378636-137477064
Epo chr5:137483019-137533242
Pop7 chr5:137501437-137502518
9130604C24Rik chr5:137502672-137503628
Gm8066 chr5:137510252-137517501
Gigyf1 chr5:137518877-137527935
Gnb2 chr5:137528126-137533510
Mir6418 chr5:137529479-137529594
Gm17112 chr5:137532422-137540718
Actl6b chr5:137553519-137569582
Tfr2 chr5:137569839-137587481
Mospd3 chr5:137596644-137601044
Pcolce chr5:137605102-137611487
Fbxo24 chr5:137612502-137629002
Gm36266 chr5:137612851-137615247
Lrch4 chr5:137629120-137641099
Gm20605 chr5:137629174-137642899
Sap25 chr5:137641333-137642902
Irs3 chr5:137643030-137645714
Agfg2 chr5:137650462-137684726
Gm15498 chr5:137685153-137690751
Nyap1 chr5:137729898-137741607
Tsc22d4 chr5:137745729-137768450
Ppp1r35 chr5:137778903-137780110
Mepce chr5:137781905-137786663
Zcwpw1 chr5:137787797-137822621
Pilra chr5:137821951-137836268
Pilrb1 chr5:137852146-137858049
Gm36551 chr5:137857044-137860318
Pilrb2 chr5:137865826-137871758
Gm43495 chr5:137870753-137871209
Cyp3a13 chr5:137892931-137921619
Gjc3 chr5:137953460-137963098
Azgp1 chr5:137981538-137990233
Smok3a chr5:138021260-138034664
Smok3b chr5:138021428-138050636
Smok3c chr5:138053193-138066537
Zkscan1 chr5:138085083-138107822
Zscan21 chr5:138116902-138134265
Zfp113 chr5:138139701-138155744
Cops6 chr5:138161070-138164646
Mcm7 chr5:138164582-138172422
Mir25 chr5:138165320-138165404
Mir93 chr5:138165522-138165610
Mir106b chr5:138165736-138165818
Ap4m1 chr5:138172001-138180429
Taf6 chr5:138178616-138187451
Cnpy4 chr5:138187484-138193918
Mblac1 chr5:138194313-138195621
Gm454 chr5:138203608-138207308
Gm43645 chr5:138207507-138207972
Gm22956 chr5:138219736-138219816
Nxpe5 chr5:138225903-138253363
Lamtor4 chr5:138255481-138259395
BC037034 chr5:138259655-138263994
6330418K02Rik chr5:138264042-138266661
Gal3st4 chr5:138264920-138272840
Gm43720 chr5:138264951-138279958
Gpc2 chr5:138273654-138280005
Stag3 chr5:138280525-138312393
PVRIG chr5:138341960-138343557
Gm10874 chr5:138363718-138388287
Gm25525 chr5:138378590-138378697
Zfp157 chr5:138441467-138460694
1700123K08Rik chr5:138561839-138564694
Zfp68 chr5:138603651-138619761
Gm24082 chr5:138606698-138606781
Gm42815 chr5:138619287-138620757
A430033K04Rik chr5:138622858-138652414
Gm38232 chr5:138725394-138726185
Fam20c chr5:138754513-138810077
Gm5294 chr5:138820079-138821619
Pdgfa chr5:138976013-138997370
6330403L08Rik chr5:138995055-139000577
Prkar1b chr5:139017305-139130386
Gm15672 chr5:139147575-139150693
Dnaaf5 chr5:139150222-139186510
Sun1 chr5:139200636-139249840
4930520M14Rik chr5:139215468-139216356
Get4 chr5:139252323-139270051
Adap1 chr5:139271875-139325622
Gm27316 chr5:139312423-139312700
Cox19 chr5:139336188-139351418
Cyp2w1 chr5:139352616-139357033
3110082I17Rik chr5:139359738-139460527
Mir339 chr5:139369649-139369745
Gpr146 chr5:139378219-139396415
C130050O18Rik chr5:139405279-139415621
Gper1 chr5:139423150-139427800
Gm26285 chr5:139443598-139443705
Zfand2a chr5:139471210-139484549
4930500L23Rik chr5:139523748-139541339
Uncx chr5:139543493-139548179
Micall2 chr5:139706695-139736336
Ints1 chr5:139751281-139775673
Mir7037 chr5:139767878-139767943
Mafk chr5:139791512-139802653
Tmem184a chr5:139802484-139814283
Gm26938 chr5:139807977-139826407
Psmg3 chr5:139823591-139826885
Gm24146 chr5:139844929-139845250
Gm42423 chr5:139895808-139902734
Elfn1 chr5:139907942-139974722
Mad1l1 chr5:140008688-140321552
Gm43702 chr5:140029630-140032176
Gm16122 chr5:140074104-140085512
Gm16121 chr5:140101198-140107591
Gm43195 chr5:140149155-140151487
Gm16120 chr5:140207384-140210751
Gm43338 chr5:140321621-140323844
Mrm2 chr5:140327673-140331898
Nudt1 chr5:140331859-140338137
Snx8 chr5:140340300-140389262
Eif3b chr5:140419327-140443360
Mir7038 chr5:140427338-140427409
Gm4869 chr5:140445644-140495071
Chst12 chr5:140505549-140525724
Gm42808 chr5:140545485-140546392
Grifin chr5:140563118-140565071
Gm43703 chr5:140605788-140606551
Lfng chr5:140607319-140615545
Ttyh3 chr5:140620577-140649031
Iqce chr5:140661826-140702378
Brat1 chr5:140705010-140719379
Amz1 chr5:140724126-140754691
Gna12 chr5:140758407-140830431
Card11 chr5:140872989-141000582
Gm44385 chr5:141029927-141030008
Gm26113 chr5:141080430-141080509
Sdk1 chr5:141241489-142215586
Gm43708 chr5:141297142-141298103
Gm43556 chr5:141307386-141308067
Gm43557 chr5:141315764-141318134
Gm16035 chr5:141373178-141380926
Gm24131 chr5:141566142-141566249
Gm16036 chr5:141595984-141616002
Foxk1 chr5:142401496-142462011
Ap5z1 chr5:142464053-142478710
Radil chr5:142484838-142551098
Papolb chr5:142525837-142530076
Mmd2 chr5:142562357-142608800
Wipi2 chr5:142629541-142670588
Slc29a4 chr5:142702100-142722490
Tnrc18 chr5:142754788-142817662
Fbxl18 chr5:142866945-142895421
D430018E03Rik chr5:142874076-142878373
Actb chr5:142903114-142906754
Fscn1 chr5:142960342-142973185
Rnf216 chr5:142990892-143112994
Gm43378 chr5:143049461-143050043
Gm44405 chr5:143157176-143157302
Rbakdn chr5:143164778-143165751
Rbak chr5:143172185-143180775
Spdye4b chr5:143181016-143205075
Spdye4a chr5:143216315-143226890
4930448H16Rik chr5:143227717-143234748
Zfp12 chr5:143235162-143248834
Zfp316 chr5:143249696-143270022
BC030343 chr5:143270074-143272513
Zfp853 chr5:143287037-143293623
E130309D02Rik chr5:143301206-143315360
Gm42501 chr5:143314838-143315864
Zdhhc4 chr5:143316488-143329256
0610040B10Rik chr5:143329246-143332704
Gm43397 chr5:143334634-143335425
Grid2ip chr5:143357337-143392152
Gm20635 chr5:143390729-143403748
Gm42504 chr5:143393688-143397457
Gm43398 chr5:143395502-143398244
Kdelr2 chr5:143403837-143421901
Daglb chr5:143464583-143505942
Rac1 chr5:143503633-143528036
Gm42502 chr5:143525659-143526748
Fam220a chr5:143548705-143564531
Cyth3 chr5:143622446-143710250
Usp42 chr5:143710324-143732280
D130017N08Rik chr5:143758353-143768575
Gm42503 chr5:143770039-143773745
Eif2ak1 chr5:143817787-143904251
Ankrd61 chr5:143890740-143897685
Aimp2 chr5:143902703-143909847
Pms2 chr5:143909963-143933968
Gm17135 chr5:143922576-143980991
Gm42421 chr5:143928174-143937309
Rsph10b chr5:143933061-143985719
Ccz1 chr5:143987908-144014853
Gm24311 chr5:144013997-144014101
Ocm chr5:144019803-144026599
Lmtk2 chr5:144100435-144188204
Bhlha15 chr5:144190285-144194441
Tecpr1 chr5:144194441-144223615
Gm43267 chr5:144223724-144225520
2900089D17Rik chr5:144241689-144246506
Bri3 chr5:144244436-144264574
Baiap2l1 chr5:144264525-144358112
Gm15708 chr5:144277060-144280513
Dmrt1i chr5:144357922-144361048
Nptx2 chr5:144545901-144557478
Tmem130 chr5:144735914-144761649
Trrap chr5:144768793-144859778
Gm23995 chr5:144774424-144774553
Smurf1 chr5:144876494-144965847
Mir7039 chr5:144896731-144896816
Kpna7 chr5:144983518-145010643
Gm4871 chr5:145029599-145032754
Gm43562 chr5:145032835-145033459
1700018F24Rik chr5:145042989-145045681
Arpc1a chr5:145083829-145108761
Arpc1b chr5:145114214-145129699
Pdap1 chr5:145128768-145140238
Bud31 chr5:145140361-145148078
Ptcd1 chr5:145147513-145167108
Cpsf4 chr5:145167212-145182041
Atp5j2 chr5:145183697-145192062
Zkscan14 chr5:145194945-145201868
Zkscan5 chr5:145204561-145221750
Zfp655 chr5:145231714-145247302
Zscan25 chr5:145283351-145291278
Gm42636 chr5:145292769-145295008
Cyp3a57 chr5:145345286-145390926
Cyp3a16 chr5:145436308-145469723
Gm42863 chr5:145504096-145507054
Cyp3a41b chr5:145558663-145584730
Cyp3a41a chr5:145694048-145720136
Cyp3a44 chr5:145773982-145805874
