Myo81F 3R:567076-2532932
snoRNA:Psi28S-3405a 3R:28601529-28601668
snoRNA:Psi28S-3305a 3R:28601698-28601847
snoRNA:Psi28S-3405b 3R:28601877-28602016
snoRNA:Psi28S-3405c 3R:28602147-28602286
snoRNA:Psi28S-3305b 3R:28602340-28602489
snoRNA:Psi28S-3405d 3R:28602556-28602695
snoRNA:Psi28S-3305c 3R:28603371-28603522
CG9986 3R:28606079-28608372
CG10011 3R:28607939-28635099
CG9988 3R:28636411-28638799
CR46232 3R:28638621-28639910
CG14062 3R:28641585-28642891
CG31050 3R:28649909-28650480
CG33346 3R:28669233-28670452
Sid 3R:28670704-28672021
CG9990 3R:28675041-28695939
htt 3R:28696242-28734816
AstA-R2 3R:28737109-28744782
CG10000 3R:28748384-28751661
CG9997 3R:28755484-28756979
aqrs 3R:28756999-28758234
CR44952 3R:28777212-28777850
CG34295 3R:28789617-28790483
intr 3R:28790522-28791461
CheB98a 3R:28806702-28807501
wdn 3R:28807983-28811337
CG1646 3R:28812102-28817354
snoRNA:291 3R:28812568-28812641
CG1523 3R:28817342-28819668
CG1647 3R:28820221-28824508
WASp 3R:28824506-28832024
Apc 3R:28832301-28844748
spg 3R:28845270-28870439
Inx3 3R:28853606-28859497
CG33203 3R:28870606-28887709
CG14529 3R:28872905-28875031
CG14528 3R:28875621-28877805
CG14523 3R:28878024-28880122
CG14527 3R:28880792-28882945
CG14526 3R:28883693-28886015
Doa 3R:28888073-28922772
CG11828 3R:28923044-28925086
DIP-gamma 3R:28925004-28970372
CR45669 3R:28970541-28972750
wat 3R:28992977-29020406
mir-4947 3R:29008753-29008852
CR44264 3R:29021284-29022180
CR45567 3R:29022478-29024217
CG14518 3R:29024971-29026159
eIF4E6 3R:29026439-29027174
CG1951 3R:29027236-29030938
Ssl2 3R:29030951-29032642
CR45044 3R:29031028-29034098
beta4GalNAcTB 3R:29032660-29034008
Cpsf100 3R:29034573-29037062
Slu7 3R:29037058-29039071
Pkc98E 3R:29039156-29049148
CG11837 3R:29049493-29050721
CG11841 3R:29051056-29052267
CG11842 3R:29052680-29053913
CR46107 3R:29054343-29055703
CG11843 3R:29054347-29055837
Sirt7 3R:29055927-29059204
Cul5 3R:29059272-29062975
CG11873 3R:29063040-29108948
CR45030 3R:29095368-29096487
alpha-Man-Ib 3R:29109053-29112822
CG11876 3R:29113071-29116197
Atg14 3R:29116391-29118390
yem 3R:29118330-29122879
Ctl2 3R:29123370-29128247
dgt6 3R:29128584-29130972
Vha100-1 3R:29131193-29137980
CG14512 3R:29137970-29138573
CG14516 3R:29138662-29145787
CG14511 3R:29145678-29146893
CG11882 3R:29147016-29148172
Pglym78 3R:29148248-29149901
eIF2D 3R:29149896-29151794
Slbp 3R:29152074-29153266
Rpn2 3R:29153524-29157255
CG11897 3R:29158122-29164966
CG11898 3R:29165643-29171508
CG14509 3R:29171191-29194994
CG14515 3R:29197556-29199211
CG11899 3R:29200454-29201770
Mesh1 3R:29201756-29202525
Cyt-c1L 3R:29202660-29204133
CR31044 3R:29214562-29219667
mir-279 3R:29215585-29215684
mir-996 3R:29217184-29217280
eEF1gamma 3R:29220172-29222109
Cisd2 3R:29222217-29223428
Brd8 3R:29223485-29226276
CG14507 3R:29226204-29227725
Usp1 3R:29229161-29235302
CG11951 3R:29235322-29238704
CR31427 3R:29238830-29240308
CG31445 3R:29240580-29244827
SP1029 3R:29244961-29250451
stg 3R:29251826-29255800
CG45544 3R:29256485-29257425
CR45568 3R:29276376-29277108
CG14506 3R:29293743-29297180
Cnx99A 3R:29315254-29319644
CR45547 3R:29356148-29356771
CG45546 3R:29369338-29369777
Ptp99A 3R:29377646-29487131
CR44022 3R:29458779-29459278
CG2321 3R:29484783-29489265
CG2006 3R:29489468-29491383
Spase12 3R:29490544-29491150
CG2310 3R:29491524-29493518
Diedel 3R:29493852-29494267
CG2010 3R:29494782-29498923
Trc8 3R:29499025-29503797
ND-20L 3R:29515717-29516527
CR43613 3R:29534636-29535354
Dr 3R:29556386-29565244
CG7567 3R:29587237-29588104
CG11470 3R:29588993-29589762
CG31041 3R:29590070-29590906
alph 3R:29591831-29617157
CG7568 3R:29598670-29600862
Diedel2 3R:29608477-29608854
CG1907 3R:29619065-29620758
Dop1R2 3R:29630304-29659984
ppk21 3R:29664779-29666783
ppk20 3R:29666814-29668877
ppk30 3R:29669149-29671478
Obp99a 3R:29671657-29672334
ppk19 3R:29672456-29674223
Bub3 3R:29674007-29675421
Cap-D2 3R:29675651-29680257
CG7582 3R:29680241-29682278
Gycalpha99B 3R:29682503-29685758
Obp99c 3R:29685736-29689311
dmrt99B 3R:29692591-29697025
CR45569 3R:29713278-29713678
Obp99d 3R:29714505-29715004
Dup99B 3R:29715068-29715377
Obp99b 3R:29716254-29716896
CG15506 3R:29718663-29722388
CR46108 3R:29719713-29721191
CG34296 3R:29722538-29723013
Pcd 3R:29723163-29724226
Naa40 3R:29724159-29724950
CG18731 3R:29725027-29725690
Kul 3R:29725830-29735360
CG7601 3R:29735269-29736745
CIA30 3R:29736965-29738070
CG1969 3R:29738275-29741952
Wdr24 3R:29741972-29745092
CR46109 3R:29745209-29746083
IntS11 3R:29745337-29747513
ATPsyngamma 3R:29747704-29749163
yata 3R:29749219-29754528
CR44953 3R:29755190-29759040
kay 3R:29765995-29794113
CR46110 3R:29774324-29775051
fig 3R:29779273-29780452
sro 3R:29794597-29795805
CG7837 3R:29795697-29799354
Drice 3R:29799658-29801584
CG7834 3R:29801599-29802945
CG7789 3R:29803196-29804389
ncd 3R:29804290-29807127
ca 3R:29806811-29815047
Vps16B 3R:29814921-29816451
CG7829 3R:29816738-29817764
neo 3R:29819131-29825800
Atg16 3R:29827281-29835101
CG42592 3R:29835610-29836288
Prtl99C 3R:29835950-29837447
Cad99C 3R:29841657-29854699
dgt1 3R:29854695-29857491
CG7824 3R:29857652-29858936
CR31032 3R:29859041-29859865
CG15514 3R:29860055-29861494
RpS8 3R:29861582-29863902
snoRNA:Or-CD8 3R:29862626-29862717
snoRNA:Me28S-A2564 3R:29863299-29863344
Zip99C 3R:29863701-29868895
CG34133 3R:29869365-29875159
CG31038 3R:29877059-29903231
CG15517 3R:29903240-29903825
CG15515 3R:29905464-29906448
CG31036 3R:29908107-29912892
Capa 3R:29912991-29914346
trp 3R:29914521-29920289
Jon99Ciii 3R:29922216-29923455
Jon99Cii 3R:29923754-29924615
Jon99Ci 3R:29925226-29926189
CG15522 3R:29927255-29928766
alpha-Man-Ic 3R:29928701-29930386
Cog7 3R:29930551-29933057
CG42557 3R:29933287-29934587
CG42558 3R:29933287-29934587
eIF2Balpha 3R:29934582-29935888
Vps13B 3R:29935978-29948207
TkR99D 3R:29950796-29969447
CG7896 3R:29983426-29990785
Acph-1 3R:29991144-29993411
CG7903 3R:29993475-29995231
Sas-6 3R:29995357-29997034
CG15525 3R:29996961-29997676
CG11504 3R:29997900-29999755
CG34298 3R:29999795-30000403
Tace 3R:30000530-30003678
Nph 3R:30003681-30004861
Nlp 3R:30004785-30010352
CG7912 3R:30006034-30009189
CG7920 3R:30010476-30015284
Mgat2 3R:30015513-30022221
RpS28a 3R:30022345-30022648
Axn 3R:30022842-30035311
CR46111 3R:30026218-30026872
CR44045 3R:30034540-30034907
ZIPIC 3R:30035240-30036870
ocn 3R:30037003-30037730
janB 3R:30037984-30038728
janA 3R:30038622-30039533
Sry-alpha 3R:30039719-30043071
Sry-beta 3R:30039719-30043071
Sry-delta 3R:30043341-30044886
RpL32 3R:30045229-30046161
CG7943 3R:30046470-30048665
CG15528 3R:30048635-30052112
CR44046 3R:30049293-30052211
CG7946 3R:30052514-30054697
spn-A 3R:30054696-30056037
CG15526 3R:30055957-30056603
CG34317 3R:30056859-30058131
CG7950 3R:30056859-30058131
sima 3R:30058311-30121798
CR46112 3R:30106997-30107532
CG45072 3R:30122023-30123263
CG45073 3R:30123801-30124735
Ppi1 3R:30125633-30129119
CG31029 3R:30129279-30132395
Tpi 3R:30132981-30134599
AdoR 3R:30134856-30149606
CR46082 3R:30135008-30137581
CG15529 3R:30152059-30153699
CG11498 3R:30153022-30160473
CG31030 3R:30164692-30166419
CG31028 3R:30166631-30171207
Mlc2 3R:30171438-30174551
CG1983 3R:30175786-30177700
CG15530 3R:30177877-30180178
Bet5 3R:30180232-30181486
CR44262 3R:30183845-30184398
CG9747 3R:30185423-30191252
CG15531 3R:30194790-30196228
CG9743 3R:30196360-30202998
RpS7 3R:30206447-30209020
snoRNA:Psi28S-2149 3R:30206783-30206926
snoRNA:Psi18S-1377e 3R:30206976-30207112
snoRNA:Psi18S-1377d 3R:30207156-30207291
snoRNA:Psi18S-1377c 3R:30207322-30207458
snoRNA:Psi18S-1377b 3R:30207493-30207630
snoRNA:Psi18S-1377a 3R:30207745-30207883
snoRNA:Psi28S-2626 3R:30207898-30208039
Anp 3R:30209948-30210382
CecA1 3R:30210874-30211273
Cec-Psi1 3R:30211527-30211753
CecA2 3R:30212156-30212568
Cec2 3R:30212903-30213142
CecB 3R:30213315-30213797
CecC 3R:30216484-30216938
CG43448 3R:30237094-30237734
CG9737 3R:30241268-30243312
CG9733 3R:30243978-30246703
tRNA:Leu-TAG-1-1 3R:30247964-30248043
tRNA:Leu-TAG-1-2 3R:30248616-30248695
CG34299 3R:30249583-30250661
CG9682 3R:30250928-30252830
CG18404 3R:30253182-30254097
CR46113 3R:30272762-30273555
hdc 3R:30277932-30372382
CG34300 3R:30305808-30306640
CR46114 3R:30357255-30358138
Fer1HCH 3R:30385573-30388178
Fer2LCH 3R:30387804-30390584
CR45570 3R:30404429-30404989
CG2217 3R:30418767-30422971
CG42740 3R:30418767-30422971
CG15535 3R:30423032-30423929
mRpS18C 3R:30423974-30424556
CG15536 3R:30424499-30425162
CG2218 3R:30425427-30428276
CG15533 3R:30428820-30431362
CG15534 3R:30432064-30435139
CG15537 3R:30435177-30443599
Osi23 3R:30444076-30445046
aralar1 3R:30445635-30455867
CG2224 3R:30456441-30459300
CDase 3R:30459521-30465736
PH4alphaEFB 3R:30466050-30485799
spdo 3R:30476684-30478849
Jon99Fii 3R:30487016-30487928
Jon99Fi 3R:30488963-30489895
PH4alphaSG2 3R:30490074-30491987
PH4alphaMP 3R:30491813-30496153
PH4alphaNE1 3R:30496751-30500326
CG31371 3R:30501124-30503506
PH4alphaSG1 3R:30503665-30505661
CG15539 3R:30505987-30507977
mir-4908 3R:30506829-30506887
CG34041 3R:30508023-30510146
PH4alphaNE2 3R:30510083-30512214
CG31524 3R:30512325-30514355
CG9698 3R:30514777-30516980
jdp 3R:30517059-30527037
CR45552 3R:30528280-30531861
CR45553 3R:30530355-30532377
tmod 3R:30532607-30578905
CG34155 3R:30554554-30560199
CG9702 3R:30579429-30582117
Rpt6R 3R:30582198-30583697
CG9717 3R:30584020-30587302
CG2246 3R:30592971-30601489
CG31019 3R:30597004-30599296
CG31021 3R:30602206-30604041
PH4alphaNE3 3R:30604181-30606144
CG31016 3R:30606189-30610456
CR45571 3R:30612028-30615478
CG44954 3R:30618626-30621906
CR44136 3R:30624829-30625592
CG2267 3R:30627241-30629028
CR46236 3R:30630387-30631430
CG31013 3R:30643767-30645880
PH4alphaPV 3R:30646106-30648551
CG34432 3R:30649151-30649873
CG34433 3R:30649961-30650858
CR45191 3R:30664778-30666142
Spn100A 3R:30690642-30692768
CG12069 3R:30693572-30695498
Pka-C2 3R:30695537-30697138
CR46115 3R:30697380-30704118
CG31010 3R:30704762-30706121
CR46219 3R:30715125-30716848
eIF4H2 3R:30726087-30728052
CG11313 3R:30729837-30731165
CG15543 3R:30742880-30744474
Npc2g 3R:30744605-30745263
Npc2h 3R:30745479-30746290
CR43238 3R:30746685-30747172
zfh1 3R:30765926-30789202
CR45189 3R:30781178-30783645
wts 3R:30789625-30806619
mir-1013 3R:30791636-30791696
dj-1beta 3R:30807117-30807978
cindr 3R:30808617-30827005
CG15544 3R:30827819-30842034
tll 3R:30852315-30854400
Cpr100A 3R:30867521-30869184
CG15545 3R:30870939-30872351
CG15546 3R:30874365-30876186
CG12071 3R:30877084-30881027
CG15547 3R:30881792-30883503
Sap-r 3R:30883464-30889062
Cyp4c3 3R:30894038-30900688
CG33483 3R:30900718-30902161
CR46220 3R:30904968-30905532
Ptx1 3R:30912754-30930682
CR44041 3R:30921682-30922383
CG15549 3R:30935396-30936507
CG15550 3R:30936589-30937102
CG15548 3R:30959700-30962307
Ctr1C 3R:30963290-30964320
5-HT7 3R:30968236-31016875
CR46116 3R:30984809-30985135
CG31008 3R:30989478-30990006
CG31007 3R:30991700-30992457
CR46117 3R:30992803-30993615
CG33773 3R:31035346-31036124
CanA1 3R:31039374-31046821
CG33920 3R:31044391-31045105
Alp4 3R:31048929-31052540
mir-4948 3R:31051098-31051203
Chchd3 3R:31052616-31053915
dco 3R:31054085-31061210
Sox100B 3R:31065253-31083407
CG11317 3R:31090712-31097321
CG15553 3R:31098868-31101169
CG11318 3R:31106362-31109191
Prosalpha3T 3R:31122527-31123415
CG15554 3R:31126149-31127335
CG15556 3R:31127965-31130666
CR46207 3R:31131542-31132033
CR43458 3R:31132330-31133050
Gycbeta100B 3R:31134392-31178278
stops 3R:31158156-31169106
mesh 3R:31178389-31195762
bnk 3R:31193362-31194389
CG1544 3R:31196916-31203722
chp 3R:31204180-31210730
Zwilch 3R:31210966-31213376
CG1542 3R:31213458-31214784
CG15561 3R:31214776-31215942
ATPsynC 3R:31216145-31219630
RNaseP:RNA 3R:31217364-31217662
mir-4949 3R:31219274-31219372
CG12054 3R:31220702-31231259
CG15563 3R:31231685-31232336
CG15564 3R:31232415-31235362
qless 3R:31236035-31252608
mRpL32 3R:31252872-31253686
CG1750 3R:31253659-31254900
spn-F 3R:31255127-31256659
CG3669 3R:31257599-31260049
CG18672 3R:31260247-31261667
CG18673 3R:31262598-31263878
ppk24 3R:31265730-31268511
pHCl-2 3R:31300918-31305384
CG34347 3R:31311157-31371748
CR46118 3R:31345139-31345746
gskt 3R:31372427-31374198
CG1607 3R:31382109-31391893
CG31204 3R:31391894-31393527
CG31002 3R:31393582-31395304
Gcn2 3R:31395660-31402013
PNPase 3R:31401560-31405452
Gprk2 3R:31405245-31457873
lox 3R:31458380-31459869
CG11334 3R:31459822-31463037
CG11333 3R:31463301-31464134
CR45554 3R:31469103-31469978
CR45555 3R:31473041-31473738
CR45572 3R:31491078-31492678
mey 3R:31499235-31506992
CR45573 3R:31519878-31523278
nyo 3R:31543032-31566165
CR46120 3R:31568103-31569097
CR46119 3R:31570983-31571281
gammaCOP 3R:31572143-31575707
pygo 3R:31575835-31580699
rod 3R:31580951-31588244
CR45190 3R:31588279-31590411
CG1635 3R:31588673-31590392
CG1638 3R:31590581-31592316
CG1774 3R:31592803-31594719
RpL6 3R:31594792-31596204
CycG 3R:31596642-31612664
Med 3R:31611046-31615375
CG11539 3R:31615284-31616160
CG1792 3R:31616303-31617837
pasha 3R:31617977-31622217
kek6 3R:31622136-31664646
CG1815 3R:31669465-31677971
CG11550 3R:31678147-31679880
CR44091 3R:31680596-31681019
CR45564 3R:31687978-31688526
CR45565 3R:31689128-31689878
CR45052 3R:31704781-31705498
CG42693 3R:31707870-31708340
CR34046 3R:31709275-31709788
ttk 3R:31713867-31735392
CstF50 3R:31735503-31736963
CG11563 3R:31737035-31737999
eEF1alpha2 3R:31738468-31743306
CG1890 3R:31743490-31744248
CG1896 3R:31744282-31745178
awd 3R:31745172-31746077
nero 3R:31746445-31747558
CG1910 3R:31747643-31751894
salt 3R:31751825-31754705
mir-1014 3R:31753524-31753591
CG2187 3R:31755356-31758637
CR44263 3R:31758710-31759360
Smvt 3R:31759404-31761579
CG2150 3R:31763304-31764772
CR43436 3R:31767124-31767790
pncr017:3R 3R:31767973-31769423
betaGlu 3R:31769293-31771848
sip3 3R:31772219-31775163
CG2126 3R:31775049-31776652
faf 3R:31777020-31790681
CG2118 3R:31790592-31793907
Acf 3R:31793981-31799799
CG42233 3R:31799634-31805278
Ir100a 3R:31800963-31802774
CG1971 3R:31805468-31806769
CG11576 3R:31806867-31810186
FeCH 3R:31810460-31812296
RhoGAP100F 3R:31812609-31846570
heph 3R:31846987-32015520
CG2003 3R:31978121-31990909
CR45556 3R:32012648-32013408
CR45557 3R:32015941-32026928
CG2053 3R:32038330-32039753
krz 3R:32045314-32051993
mod 3R:32052060-32054974
Map205 3R:32055279-32068441
mthl8 3L:22428-26308
CG43149 3L:53873-54751
Lsp1gamma 3L:66430-68995
CR44510 3L:69138-69894
CR44511 3L:70504-71042
CR43150 3L:70851-71396
CR43988 3L:72196-73101
CG13405 3L:73945-75332
CG12483 3L:97628-98375
CR45401 3L:125009-125420
CR45402 3L:125421-125833
CR45400 3L:127321-127666
Pdk1 3L:129450-145895
CR45805 3L:130730-131571
CG6845 3L:146433-149056
Dic61B 3L:149679-152589
p130CAS 3L:152884-174517
CR43151 3L:157818-158211
CG7049 3L:175112-176228
CR45806 3L:175138-176104
Vdup1 3L:176306-178963
CG13875 3L:179923-182535
Mkp 3L:182522-184540
CG34140 3L:182522-184424
Mtch 3L:184626-186310
rno 3L:187207-199762
mri 3L:200174-202152
Gk1 3L:202098-205844
NitFhit 3L:203730-205309
CG13876 3L:206134-207527
CG7028 3L:207184-211457
thoc7 3L:211636-212687
Dis3l2 3L:212709-216479
Kaz1-ORFA 3L:216625-216931
Kaz1-ORFB 3L:216625-218058
pyx 3L:217932-223069
CG13877 3L:218068-218663
CG33229 3L:223852-225605
CR42862 3L:224106-230964
CG42846 3L:230971-231604
CG34454 3L:231681-232350
CG34453 3L:232480-233351
E(bx) 3L:233926-246912
mthl14 3L:247491-250305
DIP2 3L:250229-257954
wac 3L:258176-259097
Tudor-SN 3L:259043-264380
snoRNA:Tudor-SN-a 3L:259970-260280
snoRNA:Psi18S-996 3L:261803-261953
mRpL17 3L:264779-265932
CG34263 3L:265595-265908
miple1 3L:267299-270336
miple2 3L:271200-275018
CG32845 3L:271420-273391
ttm2 3L:275155-276667
RhoGEF3 3L:277437-305292
fwd 3L:305393-319884
ddbt 3L:317084-317789
CG32344 3L:321233-324720
Atac3 3L:324985-327992
Ptpmeg 3L:328097-356050
mthl9 3L:329822-332309
mthl10 3L:332801-342915
mth 3L:343378-346957
CG1231 3L:356422-357664
Cdc5 3L:357851-361383
Roc1b 3L:357981-358486
CG1233 3L:361472-365681
CG13884 3L:365664-366437
trh 3L:366524-392633
CR45378 3L:392006-393255
CR43969 3L:393594-394299
CG13891 3L:433146-433906
klar 3L:434083-540614
snmRNA:438 3L:434855-434918
CG34267 3L:500014-500451
CG34268 3L:500965-501400
CR46002 3L:509297-509890
CR45118 3L:527232-527578
CR45117 3L:527671-528129
CG34269 3L:528337-528996
CG17180 3L:540851-542147
Cypl 3L:542122-542931
Hipk 3L:543060-581099
CR46249 3L:550297-551010
CR45808 3L:553216-553739
Ppm1 3L:581337-582810
Kah 3L:582824-589274
MED14 3L:593246-599239
CG13893 3L:599094-604008
CR45807 3L:599399-600914
Reg-2 3L:605165-606569
CR44513 3L:609179-609620
CR42719 3L:615627-616646
CG43337 3L:620695-622316
CR43334 3L:628435-643900
CR43423 3L:637486-638568
ban 3L:642208-642288
Gale 3L:648555-651311
CG3402 3L:651542-652881
MED30 3L:652987-654089
Rev1 3L:654363-657971
CG17129 3L:677879-680326
CG3386 3L:680436-682470
ebd1 3L:682885-685549
CG3344 3L:685942-687958
CG32483 3L:688523-690081
RabX6 3L:690517-691951
Vti1a 3L:691486-692919
CG13894 3L:693083-699144
CR44514 3L:705330-705723
CG13895 3L:705948-708205
CkIIalpha-i3 3L:708601-710607
CG13896 3L:710820-711850
CR45411 3L:714216-714530
CR43785 3L:737052-737479
hng3 3L:737680-755489
tRNA:iMet-CAT-1-3 3L:743723-743794
emc 3L:749400-753492
tRNA:Ile-TAT-1-1 3L:769503-769600
tRNA:Ile-TAT-1-2 3L:770363-770462
CG13898 3L:803427-804051
CR44537 3L:813300-814487
CR43883 3L:820759-821512
CR45184 3L:826720-830190
Sf3b3 3L:826720-833385
snoRNA:Me28S-C788b 3L:827075-827144
snoRNA:Me28S-C788a 3L:827312-827383
snoRNA:Me28S-G3113b 3L:827537-827620
snoRNA:Me28S-G3113a 3L:827764-827843
snoRNA:Me5.8S-G74 3L:829922-829992
snoRNA:Me28S-A771 3L:830437-830511
snoRNA:Psi18S-110 3L:831870-832008
snoRNA:Psi28S-3308 3L:832487-832639
snoRNA:Psi18S-1086 3L:833062-833209
CG42553 3L:834093-835515
CG42554 3L:835683-836770
CG13901 3L:836667-837821
CG13887 3L:837861-839931
CG13902 3L:839980-841360
Gr61a 3L:841451-843701
cep290 3L:843926-851080
CG13890 3L:851346-852673
dpr20 3L:852720-857248
CG12502 3L:865396-871701
Usp10 3L:871899-895313
CG13907 3L:877291-882013
snoRNA:CG32479-b 3L:890270-890490
snoRNA:CG32479-a 3L:891250-891475
CG34056 3L:895951-897364
CG34057 3L:897380-898772
CR46200 3L:901888-902396
CG13905 3L:902898-903810
nerfin-1 3L:909112-912319
Glut1 3L:914074-993788
CR45809 3L:961769-962471
CR45810 3L:962756-963099
CG12038 3L:993983-995703
trio 3L:995982-1034875
CR45811 3L:1001027-1002195
CG9205 3L:1034697-1036298
bab1 3L:1036369-1101089
bab2 3L:1140429-1177276
CG13912 3L:1189588-1190472
Trh 3L:1190384-1193173
LysX 3L:1194739-1195302
Aplip1 3L:1196317-1199339
mwh 3L:1200786-1232700
CG32335 3L:1201871-1203036
CG9119 3L:1203316-1204795
LysB 3L:1207371-1207981
LysC 3L:1210485-1210726
LysD 3L:1210717-1211196
LysE 3L:1212827-1213406
LysP 3L:1218082-1218696
LysS 3L:1227747-1228238
CG33965 3L:1232882-1234015
CG33966 3L:1234130-1235420
CR45747 3L:1235472-1235702
CG9194 3L:1235726-1242025
CG9192 3L:1237133-1238319
Klp61F 3L:1241568-1245910
CG32318 3L:1246073-1246923
Psf1 3L:1246986-1247677
Sac1 3L:1247817-1250451
CG9129 3L:1250696-1251778
CG9130 3L:1252012-1255986
CG9133 3L:1252012-1255986
tfc 3L:1256449-1274498
CG32333 3L:1275956-1295699
Rabex-5 3L:1295913-1298497
scf 3L:1298672-1300389
Rac1 3L:1300879-1302683
CG9149 3L:1302944-1304717
CG2277 3L:1304850-1307418
Ctr9 3L:1307224-1311805
CG9186 3L:1311719-1313377
Sherpa 3L:1313696-1318330
Myo61F 3L:1318480-1329617
CG9184 3L:1321792-1322806
CR45166 3L:1322877-1324221
ND-ACP 3L:1329949-1331631
msd1 3L:1331744-1332326
msd5 3L:1332307-1333146
CG2211 3L:1333239-1335359
l(3)02640 3L:1334889-1339415
